"","data_grid","variable","value","model","gridcell","lat","lon"
"322",9,"fsa",134.215133301548,"GEWEX",225,46.4210510253906,110
"323",9,"fire",342.633239609392,"CERES",225,46.4210510253906,110
"324",9,"et",157.326149787079,"GBAF",225,46.4210510253906,110
"325",10,"gpp",0.343112279023285,"FLUXCOM",204,40.7368431091309,-10
"326",10,"ef",0.483504542902268,"CLASS",204,40.7368431091309,-10
"327",10,"ef",0.5,"WECANN",204,40.7368431091309,-10
"328",10,"et",33.9902765958252,"CLASS",204,40.7368431091309,-10
"329",10,"albedo",0.0643591877359392,"GEWEX",204,40.7368431091309,-10
"330",10,"et",42.1307804992676,"DOLCE",204,40.7368431091309,-10
"331",10,"gpp",0.301440429919908,"GBAF",204,40.7368431091309,-10
"332",10,"rn",107.936641948822,"CERES",204,40.7368431091309,-10
"333",10,"et",210.402434447209,"FLUXCOM",204,40.7368431091309,-10
"334",10,"fire",395.696379407769,"CERES",204,40.7368431091309,-10
"335",10,"rlns",-69.5618466520962,"GEWEX",204,40.7368431091309,-10
"336",10,"lai",0.696348705406965,"AVHRR",204,40.7368431091309,-10
"337",10,"albedo",0.064507415196667,"CERES",204,40.7368431091309,-10
"338",10,"ef",0.550818633065071,"FLUXCOM",204,40.7368431091309,-10
"339",10,"lai",0.544302487618303,"MODIS",204,40.7368431091309,-10
"340",10,"lai",0.53774241847276,"AVH15C1",204,40.7368431091309,-10
"341",10,"mrro",0.298886608968722,"LORA",204,40.7368431091309,-10
"342",10,"fsa",183.871934555727,"GEWEX",204,40.7368431091309,-10
"343",10,"rlns",-66.3191415892997,"CERES",204,40.7368431091309,-10
"344",10,"gpp",0,"WECANN",204,40.7368431091309,-10
"345",10,"sh",8.43552457546713,"GBAF",204,40.7368431091309,-10
"346",10,"fsr",15.2670914763294,"CERES",204,40.7368431091309,-10
"347",10,"mrro",0.0404179404390203,"CLASS",204,40.7368431091309,-10
"348",10,"sh",0,"WECANN",204,40.7368431091309,-10
"349",10,"et",129.594250122528,"GBAF",204,40.7368431091309,-10
"350",10,"fire",401.056131675871,"GEWEX",204,40.7368431091309,-10
"351",10,"ef",0.559895897462706,"GBAF",204,40.7368431091309,-10
"352",10,"sh",2.8784192299108,"CLASS",204,40.7368431091309,-10
"353",10,"sh",13.8860594733862,"FLUXCOM",204,40.7368431091309,-10
"354",10,"rn",5.51480467337179,"CLASS",204,40.7368431091309,-10
"355",10,"rn",114.310088635217,"GEWEX",204,40.7368431091309,-10
"356",10,"gr",-0.0581760992405757,"CLASS",204,40.7368431091309,-10
"357",10,"sw",2.84577509074712,"WangMao",204,40.7368431091309,-10
"358",10,"et",0,"WECANN",204,40.7368431091309,-10
"359",10,"fsa",174.255782277094,"CERES",204,40.7368431091309,-10
"360",10,"fsr",12.8089726128353,"GEWEX",204,40.7368431091309,-10
"361",11,"et",424.492426292334,"WECANN",287,59.684211730957,42.5
"362",11,"et",336.17575342251,"DOLCE",287,59.684211730957,42.5
"363",11,"lai",1.80498325482442,"AVHRR",287,59.684211730957,42.5
"364",11,"sh",24.3049434807352,"FLUXCOM",287,59.684211730957,42.5
"365",11,"mrro",0.641025153942133,"CLASS",287,59.684211730957,42.5
"366",11,"sw",31.3575064662142,"WangMao",287,59.684211730957,42.5
"367",11,"fire",323.253529368594,"GEWEX",287,59.684211730957,42.5
"368",11,"ef",0.920153041812378,"CLASS",287,59.684211730957,42.5
"369",11,"sh",20.3702376924499,"GBAF",287,59.684211730957,42.5
"370",11,"fsa",96.5065994319016,"GEWEX",287,59.684211730957,42.5
"371",11,"et",367.736764545429,"CLASS",287,59.684211730957,42.5
"372",11,"rn",33.7808364324651,"CLASS",287,59.684211730957,42.5
"373",11,"rlns",-39.8356953598789,"CERES",287,59.684211730957,42.5
"374",11,"ef",0.603860387758575,"GBAF",287,59.684211730957,42.5
"375",11,"rn",52.85766484676,"CERES",287,59.684211730957,42.5
"376",11,"et",421.465856603195,"FLUXCOM",287,59.684211730957,42.5
"377",11,"fsr",18.5311062102557,"CERES",287,59.684211730957,42.5
"378",11,"rlns",-41.3236399676411,"GEWEX",287,59.684211730957,42.5
"379",11,"gpp",0.980326886939976,"FLUXCOM",287,59.684211730957,42.5
"380",11,"albedo",0.164661263271463,"GEWEX",287,59.684211730957,42.5
