,pct_veg,gridcell,pft,biome
15,6.708525653389974e-09,184,c3_crop,7.0
16,0.0,184,c3_irrigated,7.0
0,6.644659404543396e-07,185,not_vegetated,6.0
1,2.6797708257914348,185,needleleaf_evergreen_temperate_tree,6.0
2,0.0,185,needleleaf_evergreen_boreal_tree,6.0
3,0.0,185,needleleaf_deciduous_boreal_tree,6.0
4,0.0,185,broadleaf_evergreen_tropical_tree,6.0
5,0.0,185,broadleaf_evergreen_temperate_tree,6.0
6,0.0,185,broadleaf_deciduous_tropical_tree,6.0
7,2.8810451427449895,185,broadleaf_deciduous_temperate_tree,6.0
8,0.0,185,broadleaf_deciduous_boreal_tree,6.0
9,0.0,185,broadleaf_evergreen_shrub,6.0
10,0.011162014854586403,185,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,185,broadleaf_deciduous_boreal_shrub,6.0
12,0.0,185,c3_arctic_grass,6.0
13,18.785221196677227,185,c3_non-arctic_grass,6.0
14,20.867983795971863,185,c4_grass,6.0
15,18.44376963567295,185,c3_crop,6.0
16,28.045622810901214,185,c3_irrigated,6.0
0,0.0,186,not_vegetated,5.0
1,4.070840395165854,186,needleleaf_evergreen_temperate_tree,5.0
2,0.0,186,needleleaf_evergreen_boreal_tree,5.0
3,0.0,186,needleleaf_deciduous_boreal_tree,5.0
4,0.0,186,broadleaf_evergreen_tropical_tree,5.0
5,0.0,186,broadleaf_evergreen_temperate_tree,5.0
6,0.0,186,broadleaf_deciduous_tropical_tree,5.0
7,36.30727160971571,186,broadleaf_deciduous_temperate_tree,5.0
8,0.0,186,broadleaf_deciduous_boreal_tree,5.0
9,0.0,186,broadleaf_evergreen_shrub,5.0
10,0.0,186,broadleaf_deciduous_temperate_shrub,5.0
11,0.0,186,broadleaf_deciduous_boreal_shrub,5.0
12,0.0,186,c3_arctic_grass,5.0
13,25.213155659499325,186,c3_non-arctic_grass,5.0
14,15.549027921621827,186,c4_grass,5.0
15,18.551151859554096,186,c3_crop,5.0
16,0.0,186,c3_irrigated,5.0
0,0.0,187,not_vegetated,6.0
1,26.30726131044485,187,needleleaf_evergreen_temperate_tree,6.0
2,0.0,187,needleleaf_evergreen_boreal_tree,6.0
3,0.0,187,needleleaf_deciduous_boreal_tree,6.0
4,0.0,187,broadleaf_evergreen_tropical_tree,6.0
5,0.002860681597269557,187,broadleaf_evergreen_temperate_tree,6.0
6,0.0,187,broadleaf_deciduous_tropical_tree,6.0
7,4.911056390263477,187,broadleaf_deciduous_temperate_tree,6.0
8,0.0,187,broadleaf_deciduous_boreal_tree,6.0
9,0.47212150973770844,187,broadleaf_evergreen_shrub,6.0
10,0.05175378586459135,187,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,187,broadleaf_deciduous_boreal_shrub,6.0
12,0.0,187,c3_arctic_grass,6.0
13,41.69374431422357,187,c3_non-arctic_grass,6.0
14,1.0837981989486334,187,c4_grass,6.0
15,14.703955639456863,187,c3_crop,6.0
16,7.306597699801643,187,c3_irrigated,6.0
0,5.366419825494985,188,not_vegetated,6.0
1,0.18486154312356673,188,needleleaf_evergreen_temperate_tree,6.0
2,1.0486681880903979e-08,188,needleleaf_evergreen_boreal_tree,6.0
3,0.0,188,needleleaf_deciduous_boreal_tree,6.0
4,0.0,188,broadleaf_evergreen_tropical_tree,6.0
5,0.0,188,broadleaf_evergreen_temperate_tree,6.0
6,0.0,188,broadleaf_deciduous_tropical_tree,6.0
7,0.2060460600029964,188,broadleaf_deciduous_temperate_tree,6.0
8,2.3744221491314666e-09,188,broadleaf_deciduous_boreal_tree,6.0
9,0.08360590412166961,188,broadleaf_evergreen_shrub,6.0
10,0.003340949403733008,188,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,188,broadleaf_deciduous_boreal_shrub,6.0
12,0.0,188,c3_arctic_grass,6.0
13,52.5276471396535,188,c3_non-arctic_grass,6.0
14,2.888840018177164e-09,188,c4_grass,6.0
15,31.178891576468587,188,c3_crop,6.0
16,2.1367629516212356,188,c3_irrigated,6.0
0,59.27182358708456,189,not_vegetated,7.0
1,0.14202887612077847,189,needleleaf_evergreen_temperate_tree,7.0
2,0.19076243291253211,189,needleleaf_evergreen_boreal_tree,7.0
3,-5.421010862427522e-20,189,needleleaf_deciduous_boreal_tree,7.0
4,0.0,189,broadleaf_evergreen_tropical_tree,7.0
5,0.0,189,broadleaf_evergreen_temperate_tree,7.0
6,0.0,189,broadleaf_deciduous_tropical_tree,7.0
7,0.19279967822803976,189,broadleaf_deciduous_temperate_tree,7.0
8,0.20583928796951328,189,broadleaf_deciduous_boreal_tree,7.0
9,0.0,189,broadleaf_evergreen_shrub,7.0
10,0.10396775805828963,189,broadleaf_deciduous_temperate_shrub,7.0
11,0.10793255921400116,189,broadleaf_deciduous_boreal_shrub,7.0
12,19.24424200950234,189,c3_arctic_grass,7.0
13,11.57175468166894,189,c3_non-arctic_grass,7.0
14,0.0035852142543732857,189,c4_grass,7.0
15,1.3862797022188258,189,c3_crop,7.0
16,2.578985802225222,189,c3_irrigated,7.0
0,88.17215797013095,190,not_vegetated,7.0
1,0.004018078809276076,190,needleleaf_evergreen_temperate_tree,7.0
2,0.004244484284020989,190,needleleaf_evergreen_boreal_tree,7.0
3,0.0,190,needleleaf_deciduous_boreal_tree,7.0
4,0.0,190,broadleaf_evergreen_tropical_tree,7.0
5,0.0,190,broadleaf_evergreen_temperate_tree,7.0
6,0.0,190,broadleaf_deciduous_tropical_tree,7.0
7,0.0018969640703526034,190,broadleaf_deciduous_temperate_tree,7.0
8,0.0072204915342200734,190,broadleaf_deciduous_boreal_tree,7.0
9,0.0,190,broadleaf_evergreen_shrub,7.0
10,0.11810410407428856,190,broadleaf_deciduous_temperate_shrub,7.0
11,0.0,190,broadleaf_deciduous_boreal_shrub,7.0
12,5.379745743931914,190,c3_arctic_grass,7.0
13,4.892136896913269,190,c3_non-arctic_grass,7.0
14,1.335695229750146,190,c4_grass,7.0
15,0.08478002080308714,190,c3_crop,7.0
16,1.569847953020176e-08,190,c3_irrigated,7.0
0,0.0,191,not_vegetated,5.0
1,23.112852963304434,191,needleleaf_evergreen_temperate_tree,5.0
2,0.0,191,needleleaf_evergreen_boreal_tree,5.0
3,0.0,191,needleleaf_deciduous_boreal_tree,5.0
4,0.0,191,broadleaf_evergreen_tropical_tree,5.0
5,0.0,191,broadleaf_evergreen_temperate_tree,5.0
6,0.0,191,broadleaf_deciduous_tropical_tree,5.0
7,44.91319133805144,191,broadleaf_deciduous_temperate_tree,5.0
8,0.0,191,broadleaf_deciduous_boreal_tree,5.0
9,0.0,191,broadleaf_evergreen_shrub,5.0
10,0.0,191,broadleaf_deciduous_temperate_shrub,5.0
11,0.0,191,broadleaf_deciduous_boreal_shrub,5.0
12,0.0,191,c3_arctic_grass,5.0
13,9.706077568796148,191,c3_non-arctic_grass,5.0
14,5.016581908403952,191,c4_grass,5.0
15,3.2610015555745355,191,c3_crop,5.0
16,10.792267610753868,191,c3_irrigated,5.0
0,0.4010989326234466,192,not_vegetated,6.0
1,65.45051371576778,192,needleleaf_evergreen_temperate_tree,6.0
2,0.0,192,needleleaf_evergreen_boreal_tree,6.0
3,0.0,192,needleleaf_deciduous_boreal_tree,6.0
4,0.0,192,broadleaf_evergreen_tropical_tree,6.0
5,0.0,192,broadleaf_evergreen_temperate_tree,6.0
6,0.0,192,broadleaf_deciduous_tropical_tree,6.0
7,12.62496690000032,192,broadleaf_deciduous_temperate_tree,6.0
8,0.0,192,broadleaf_deciduous_boreal_tree,6.0
9,0.0,192,broadleaf_evergreen_shrub,6.0
10,0.0,192,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,192,broadleaf_deciduous_boreal_shrub,6.0
12,0.0,192,c3_arctic_grass,6.0
13,20.896005028080104,192,c3_non-arctic_grass,6.0
14,0.0,192,c4_grass,6.0
15,0.1209172815536916,192,c3_crop,6.0
16,1.787021713117013e-07,192,c3_irrigated,6.0
0,44.144944669988014,193,not_vegetated,7.0
1,4.095675074075825,193,needleleaf_evergreen_temperate_tree,7.0
2,0.0,193,needleleaf_evergreen_boreal_tree,7.0
3,0.0,193,needleleaf_deciduous_boreal_tree,7.0
4,0.0,193,broadleaf_evergreen_tropical_tree,7.0
5,0.0,193,broadleaf_evergreen_temperate_tree,7.0
6,0.0,193,broadleaf_deciduous_tropical_tree,7.0
7,0.9862447085929199,193,broadleaf_deciduous_temperate_tree,7.0
8,0.0,193,broadleaf_deciduous_boreal_tree,7.0
9,0.0,193,broadleaf_evergreen_shrub,7.0
10,6.614922847590367,193,broadleaf_deciduous_temperate_shrub,7.0
11,0.0,193,broadleaf_deciduous_boreal_shrub,7.0
12,0.0,193,c3_arctic_grass,7.0
13,41.284889926123775,193,c3_non-arctic_grass,7.0
14,1.5753691357289585,193,c4_grass,7.0
15,1.1650148510476286,193,c3_crop,7.0
16,0.13293878685249735,193,c3_irrigated,7.0
0,0.12227341616419984,194,not_vegetated,6.0
1,0.005343712315440762,194,needleleaf_evergreen_temperate_tree,6.0
2,0.0,194,needleleaf_evergreen_boreal_tree,6.0
3,0.0,194,needleleaf_deciduous_boreal_tree,6.0
4,0.0,194,broadleaf_evergreen_tropical_tree,6.0
5,0.0,194,broadleaf_evergreen_temperate_tree,6.0
6,0.0,194,broadleaf_deciduous_tropical_tree,6.0
7,0.057291977611592694,194,broadleaf_deciduous_temperate_tree,6.0
8,0.0,194,broadleaf_deciduous_boreal_tree,6.0
9,0.0,194,broadleaf_evergreen_shrub,6.0
10,0.0,194,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,194,broadleaf_deciduous_boreal_shrub,6.0
12,0.0,194,c3_arctic_grass,6.0
13,25.441487028412737,194,c3_non-arctic_grass,6.0
14,22.895349465991423,194,c4_grass,6.0
15,46.02991372237814,194,c3_crop,6.0
16,5.44834067712648,194,c3_irrigated,6.0
0,0.0,195,not_vegetated,5.0
1,1.3825038727186898,195,needleleaf_evergreen_temperate_tree,5.0
2,0.0,195,needleleaf_evergreen_boreal_tree,5.0
3,0.0,195,needleleaf_deciduous_boreal_tree,5.0
4,0.0,195,broadleaf_evergreen_tropical_tree,5.0
5,0.0,195,broadleaf_evergreen_temperate_tree,5.0
6,0.0,195,broadleaf_deciduous_tropical_tree,5.0
7,10.307164352941612,195,broadleaf_deciduous_temperate_tree,5.0
8,0.0,195,broadleaf_deciduous_boreal_tree,5.0
9,0.0,195,broadleaf_evergreen_shrub,5.0
10,0.00017728189073272217,195,broadleaf_deciduous_temperate_shrub,5.0
11,0.0,195,broadleaf_deciduous_boreal_shrub,5.0
12,0.0,195,c3_arctic_grass,5.0
13,15.377408021315027,195,c3_non-arctic_grass,5.0
14,18.151214348696392,195,c4_grass,5.0
15,51.51589653421828,195,c3_crop,5.0
16,4.864566391600195e-07,195,c3_irrigated,5.0
0,0.0,196,not_vegetated,6.0
1,5.29703383839553,196,needleleaf_evergreen_temperate_tree,6.0
2,0.0,196,needleleaf_evergreen_boreal_tree,6.0
3,0.0,196,needleleaf_deciduous_boreal_tree,6.0
4,0.0,196,broadleaf_evergreen_tropical_tree,6.0
5,0.0,196,broadleaf_evergreen_temperate_tree,6.0
6,0.0,196,broadleaf_deciduous_tropical_tree,6.0
7,3.663727517369386,196,broadleaf_deciduous_temperate_tree,6.0
8,0.0,196,broadleaf_deciduous_boreal_tree,6.0
9,0.23906399830335076,196,broadleaf_evergreen_shrub,6.0
10,0.7294388120995299,196,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,196,broadleaf_deciduous_boreal_shrub,6.0
12,0.0,196,c3_arctic_grass,6.0
13,44.471699512593595,196,c3_non-arctic_grass,6.0
14,6.194374881731045,196,c4_grass,6.0
15,19.03329786784264,196,c3_crop,6.0
16,7.771793621322284,196,c3_irrigated,6.0
0,74.17789455589804,197,not_vegetated,3.0
1,0.0735157152367464,197,needleleaf_evergreen_temperate_tree,3.0
2,0.0,197,needleleaf_evergreen_boreal_tree,3.0
3,0.0,197,needleleaf_deciduous_boreal_tree,3.0
4,0.0,197,broadleaf_evergreen_tropical_tree,3.0
5,0.0,197,broadleaf_evergreen_temperate_tree,3.0
6,0.0,197,broadleaf_deciduous_tropical_tree,3.0
7,0.0702220555976864,197,broadleaf_deciduous_temperate_tree,3.0
8,0.0,197,broadleaf_deciduous_boreal_tree,3.0
9,0.0,197,broadleaf_evergreen_shrub,3.0
10,4.7926356063697435,197,broadleaf_deciduous_temperate_shrub,3.0
11,0.0,197,broadleaf_deciduous_boreal_shrub,3.0
12,0.0,197,c3_arctic_grass,3.0
13,20.1505237083629,197,c3_non-arctic_grass,3.0
14,0.0,197,c4_grass,3.0
15,0.5466712999105466,197,c3_crop,3.0
16,0.1885370586243491,197,c3_irrigated,3.0
0,80.78957278628624,198,not_vegetated,7.0
1,0.023208868790268265,198,needleleaf_evergreen_temperate_tree,7.0
2,0.00013787529351142806,198,needleleaf_evergreen_boreal_tree,7.0
3,0.0,198,needleleaf_deciduous_boreal_tree,7.0
4,0.0,198,broadleaf_evergreen_tropical_tree,7.0
5,0.0,198,broadleaf_evergreen_temperate_tree,7.0
6,0.0,198,broadleaf_deciduous_tropical_tree,7.0
7,0.02615333679116049,198,broadleaf_deciduous_temperate_tree,7.0
8,0.005156699977431946,198,broadleaf_deciduous_boreal_tree,7.0
9,0.0,198,broadleaf_evergreen_shrub,7.0
10,0.06636335723834659,198,broadleaf_deciduous_temperate_shrub,7.0
11,0.0,198,broadleaf_deciduous_boreal_shrub,7.0
12,0.4838412749818771,198,c3_arctic_grass,7.0
13,17.13386586184919,198,c3_non-arctic_grass,7.0
14,0.4445493906378557,198,c4_grass,7.0
15,0.6993960082531977,198,c3_crop,7.0
16,0.22760368846433482,198,c3_irrigated,7.0
0,9.965937918909873e-06,199,not_vegetated,6.0
1,2.573530426505723,199,needleleaf_evergreen_temperate_tree,6.0
2,0.0,199,needleleaf_evergreen_boreal_tree,6.0
3,0.0,199,needleleaf_deciduous_boreal_tree,6.0
4,0.0,199,broadleaf_evergreen_tropical_tree,6.0
5,0.0,199,broadleaf_evergreen_temperate_tree,6.0
6,0.0,199,broadleaf_deciduous_tropical_tree,6.0
7,3.2517872944845028,199,broadleaf_deciduous_temperate_tree,6.0
8,0.0011848801272023284,199,broadleaf_deciduous_boreal_tree,6.0
9,0.0,199,broadleaf_evergreen_shrub,6.0
10,1.413984690064425,199,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,199,broadleaf_deciduous_boreal_shrub,6.0
12,0.0,199,c3_arctic_grass,6.0
13,58.92861470774807,199,c3_non-arctic_grass,6.0
14,2.8431091485634594,199,c4_grass,6.0
15,24.93018720575394,199,c3_crop,6.0
16,4.199801180032497,199,c3_irrigated,6.0
0,2.404336248624382e-07,200,not_vegetated,6.0
1,7.644590876590996,200,needleleaf_evergreen_temperate_tree,6.0
2,0.0,200,needleleaf_evergreen_boreal_tree,6.0
3,0.0,200,needleleaf_deciduous_boreal_tree,6.0
4,0.0,200,broadleaf_evergreen_tropical_tree,6.0
5,0.0,200,broadleaf_evergreen_temperate_tree,6.0
6,0.0,200,broadleaf_deciduous_tropical_tree,6.0
7,16.489268948239083,200,broadleaf_deciduous_temperate_tree,6.0
8,0.20250547240409583,200,broadleaf_deciduous_boreal_tree,6.0
9,0.0,200,broadleaf_evergreen_shrub,6.0
10,2.170906227865393,200,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,200,broadleaf_deciduous_boreal_shrub,6.0
12,0.0,200,c3_arctic_grass,6.0
13,27.005175197875158,200,c3_non-arctic_grass,6.0
14,12.791891449832436,200,c4_grass,6.0
15,19.117679839197127,200,c3_crop,6.0
16,9.777203218040897,200,c3_irrigated,6.0
0,2.260940816576726,201,not_vegetated,7.0
1,3.5242729972624214,201,needleleaf_evergreen_temperate_tree,7.0
2,11.298322850167228,201,needleleaf_evergreen_boreal_tree,7.0
3,0.0,201,needleleaf_deciduous_boreal_tree,7.0
4,0.0,201,broadleaf_evergreen_tropical_tree,7.0
5,0.0,201,broadleaf_evergreen_temperate_tree,7.0
6,0.0,201,broadleaf_deciduous_tropical_tree,7.0
7,0.29271205134674533,201,broadleaf_deciduous_temperate_tree,7.0
8,0.4185991811492696,201,broadleaf_deciduous_boreal_tree,7.0
9,0.0,201,broadleaf_evergreen_shrub,7.0
10,0.003545024426268386,201,broadleaf_deciduous_temperate_shrub,7.0
11,0.0,201,broadleaf_deciduous_boreal_shrub,7.0
12,6.558384121259568,201,c3_arctic_grass,7.0
13,50.63849025517956,201,c3_non-arctic_grass,7.0
14,6.8568135955328655,201,c4_grass,7.0
15,10.79106969424091,201,c3_crop,7.0
16,6.732336991933949,201,c3_irrigated,7.0
0,0.0,202,not_vegetated,6.0
1,0.0451711723257302,202,needleleaf_evergreen_temperate_tree,6.0
2,0.0,202,needleleaf_evergreen_boreal_tree,6.0
3,0.0,202,needleleaf_deciduous_boreal_tree,6.0
4,0.0,202,broadleaf_evergreen_tropical_tree,6.0
5,0.0,202,broadleaf_evergreen_temperate_tree,6.0
6,0.0,202,broadleaf_deciduous_tropical_tree,6.0
7,0.7031144386175855,202,broadleaf_deciduous_temperate_tree,6.0
8,0.0,202,broadleaf_deciduous_boreal_tree,6.0
9,0.0,202,broadleaf_evergreen_shrub,6.0
10,0.0,202,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,202,broadleaf_deciduous_boreal_shrub,6.0
12,0.0,202,c3_arctic_grass,6.0
13,12.663873343685019,202,c3_non-arctic_grass,6.0
14,18.093304143972727,202,c4_grass,6.0
15,27.29365713930187,202,c3_crop,6.0
16,40.90532179997067,202,c3_irrigated,6.0
0,0.0,203,not_vegetated,6.0
1,35.63969189021618,203,needleleaf_evergreen_temperate_tree,6.0
2,0.0,203,needleleaf_evergreen_boreal_tree,6.0
3,0.0,203,needleleaf_deciduous_boreal_tree,6.0
4,0.0,203,broadleaf_evergreen_tropical_tree,6.0
5,1.4212151599868603,203,broadleaf_evergreen_temperate_tree,6.0
6,0.0,203,broadleaf_deciduous_tropical_tree,6.0
7,4.395836918698322,203,broadleaf_deciduous_temperate_tree,6.0
8,0.0,203,broadleaf_deciduous_boreal_tree,6.0
9,0.014670091717282818,203,broadleaf_evergreen_shrub,6.0
10,0.3168573382345285,203,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,203,broadleaf_deciduous_boreal_shrub,6.0
12,0.0,203,c3_arctic_grass,6.0
13,47.36772979977006,203,c3_non-arctic_grass,6.0
14,0.0,203,c4_grass,6.0
15,3.3157077226550813,203,c3_crop,6.0
16,0.8902199375065979,203,c3_irrigated,6.0
0,0.5864076962145964,204,not_vegetated,5.0
1,17.92364976341703,204,needleleaf_evergreen_temperate_tree,5.0
2,0.0,204,needleleaf_evergreen_boreal_tree,5.0
3,0.0,204,needleleaf_deciduous_boreal_tree,5.0
4,0.0,204,broadleaf_evergreen_tropical_tree,5.0
5,0.0,204,broadleaf_evergreen_temperate_tree,5.0
6,0.0,204,broadleaf_deciduous_tropical_tree,5.0
7,7.666273039943497,204,broadleaf_deciduous_temperate_tree,5.0
8,0.0,204,broadleaf_deciduous_boreal_tree,5.0
9,0.0,204,broadleaf_evergreen_shrub,5.0
10,0.9807488416053723,204,broadleaf_deciduous_temperate_shrub,5.0
11,0.0,204,broadleaf_deciduous_boreal_shrub,5.0
12,0.0,204,c3_arctic_grass,5.0
13,37.32330899985176,204,c3_non-arctic_grass,5.0
14,2.611280139674906,204,c4_grass,5.0
15,23.63519645915318,204,c3_crop,5.0
16,8.972917933994442,204,c3_irrigated,5.0
0,0.0,205,not_vegetated,7.0
1,26.67459760430446,205,needleleaf_evergreen_temperate_tree,7.0
2,1.3100301078169106e-07,205,needleleaf_evergreen_boreal_tree,7.0
3,0.0,205,needleleaf_deciduous_boreal_tree,7.0
4,0.0,205,broadleaf_evergreen_tropical_tree,7.0
5,0.0,205,broadleaf_evergreen_temperate_tree,7.0
6,0.0,205,broadleaf_deciduous_tropical_tree,7.0
7,5.688816197199382,205,broadleaf_deciduous_temperate_tree,7.0
8,5.9215265714442e-08,205,broadleaf_deciduous_boreal_tree,7.0
9,0.0,205,broadleaf_evergreen_shrub,7.0
10,1.2049482135814056,205,broadleaf_deciduous_temperate_shrub,7.0
11,4.0211054654751585e-09,205,broadleaf_deciduous_boreal_shrub,7.0
12,0.0,205,c3_arctic_grass,7.0
13,36.30593229336097,205,c3_non-arctic_grass,7.0
14,9.04802073037651,205,c4_grass,7.0
15,5.856693223095018,205,c3_crop,7.0
16,1.0374206174160006,205,c3_irrigated,7.0
0,6.34755614496315,206,not_vegetated,6.0
1,0.25894728293818414,206,needleleaf_evergreen_temperate_tree,6.0
2,0.10449362793212331,206,needleleaf_evergreen_boreal_tree,6.0
3,0.0,206,needleleaf_deciduous_boreal_tree,6.0
4,0.0,206,broadleaf_evergreen_tropical_tree,6.0
5,0.0,206,broadleaf_evergreen_temperate_tree,6.0
6,0.0,206,broadleaf_deciduous_tropical_tree,6.0
7,0.21152315623877216,206,broadleaf_deciduous_temperate_tree,6.0
8,0.03656306148269597,206,broadleaf_deciduous_boreal_tree,6.0
9,0.0,206,broadleaf_evergreen_shrub,6.0
10,0.16739505398458832,206,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,206,broadleaf_deciduous_boreal_shrub,6.0
12,1.350586357112375,206,c3_arctic_grass,6.0
13,80.71737694523506,206,c3_non-arctic_grass,6.0
14,0.49720965591704,206,c4_grass,6.0
15,7.558084203493717,206,c3_crop,6.0
16,2.5499703970972325,206,c3_irrigated,6.0
0,69.9000929698783,207,not_vegetated,7.0
1,1.5427436120908633e-05,207,needleleaf_evergreen_temperate_tree,7.0
2,0.0,207,needleleaf_evergreen_boreal_tree,7.0
3,0.0,207,needleleaf_deciduous_boreal_tree,7.0
4,0.0,207,broadleaf_evergreen_tropical_tree,7.0
5,0.0,207,broadleaf_evergreen_temperate_tree,7.0
6,0.0,207,broadleaf_deciduous_tropical_tree,7.0
7,3.072474898176136e-05,207,broadleaf_deciduous_temperate_tree,7.0
8,0.0,207,broadleaf_deciduous_boreal_tree,7.0
9,0.0,207,broadleaf_evergreen_shrub,7.0
10,0.09695039114915008,207,broadleaf_deciduous_temperate_shrub,7.0
11,0.0,207,broadleaf_deciduous_boreal_shrub,7.0
12,0.0,207,c3_arctic_grass,7.0
13,16.04221901769305,207,c3_non-arctic_grass,7.0
14,13.959705860319726,207,c4_grass,7.0
15,0.0009856087747125955,207,c3_crop,7.0
16,0.0,207,c3_irrigated,7.0
0,3.1720573062591248e-06,208,not_vegetated,5.0
1,20.66211551385393,208,needleleaf_evergreen_temperate_tree,5.0
2,0.0,208,needleleaf_evergreen_boreal_tree,5.0
3,0.0,208,needleleaf_deciduous_boreal_tree,5.0
4,0.0,208,broadleaf_evergreen_tropical_tree,5.0
5,0.0,208,broadleaf_evergreen_temperate_tree,5.0
6,0.0,208,broadleaf_deciduous_tropical_tree,5.0
7,61.45316518370614,208,broadleaf_deciduous_temperate_tree,5.0
8,0.16068115226448398,208,broadleaf_deciduous_boreal_tree,5.0
9,0.0,208,broadleaf_evergreen_shrub,5.0
10,0.0,208,broadleaf_deciduous_temperate_shrub,5.0
11,0.0,208,broadleaf_deciduous_boreal_shrub,5.0
12,0.0,208,c3_arctic_grass,5.0
13,14.596489979758386,208,c3_non-arctic_grass,5.0
14,0.5522576123179426,208,c4_grass,5.0
15,1.315390448309504,208,c3_crop,5.0
16,2.0494591130848505e-06,208,c3_irrigated,5.0
0,1.3296621310521026e-07,209,not_vegetated,5.0
1,15.175239107872308,209,needleleaf_evergreen_temperate_tree,5.0
2,-1.6940658945086007e-21,209,needleleaf_evergreen_boreal_tree,5.0
3,0.0,209,needleleaf_deciduous_boreal_tree,5.0
4,0.0,209,broadleaf_evergreen_tropical_tree,5.0
5,0.0,209,broadleaf_evergreen_temperate_tree,5.0
6,0.0,209,broadleaf_deciduous_tropical_tree,5.0
7,64.68206368064423,209,broadleaf_deciduous_temperate_tree,5.0
8,0.0,209,broadleaf_deciduous_boreal_tree,5.0
9,0.0,209,broadleaf_evergreen_shrub,5.0
10,0.0,209,broadleaf_deciduous_temperate_shrub,5.0
11,0.0,209,broadleaf_deciduous_boreal_shrub,5.0
12,0.0,209,c3_arctic_grass,5.0
13,13.4676178585809,209,c3_non-arctic_grass,5.0
14,0.11343705190859041,209,c4_grass,5.0
15,4.37959636547664,209,c3_crop,5.0
16,0.9282882503154812,209,c3_irrigated,5.0
0,22.370922980558223,210,not_vegetated,7.0
1,1.396899163415739,210,needleleaf_evergreen_temperate_tree,7.0
2,12.52548519239912,210,needleleaf_evergreen_boreal_tree,7.0
3,0.008325338749892277,210,needleleaf_deciduous_boreal_tree,7.0
4,0.0,210,broadleaf_evergreen_tropical_tree,7.0
5,0.0,210,broadleaf_evergreen_temperate_tree,7.0
6,0.0,210,broadleaf_deciduous_tropical_tree,7.0
7,0.16116932250738847,210,broadleaf_deciduous_temperate_tree,7.0
8,0.6798582591665964,210,broadleaf_deciduous_boreal_tree,7.0
9,0.0,210,broadleaf_evergreen_shrub,7.0
10,0.004909116716286833,210,broadleaf_deciduous_temperate_shrub,7.0
11,0.0015194551141633806,210,broadleaf_deciduous_boreal_shrub,7.0
12,13.182852285090963,210,c3_arctic_grass,7.0
13,43.78312381945092,210,c3_non-arctic_grass,7.0
14,0.0,210,c4_grass,7.0
15,3.59566818761615,210,c3_crop,7.0
16,2.2892661374678163,210,c3_irrigated,7.0
0,0.660606826580314,211,not_vegetated,6.0
1,0.7409477295728449,211,needleleaf_evergreen_temperate_tree,6.0
2,-4.336808689942018e-19,211,needleleaf_evergreen_boreal_tree,6.0
3,0.0,211,needleleaf_deciduous_boreal_tree,6.0
4,0.0,211,broadleaf_evergreen_tropical_tree,6.0
5,0.0,211,broadleaf_evergreen_temperate_tree,6.0
6,0.0,211,broadleaf_deciduous_tropical_tree,6.0
7,0.35255659548807766,211,broadleaf_deciduous_temperate_tree,6.0
8,0.0,211,broadleaf_deciduous_boreal_tree,6.0
9,0.0,211,broadleaf_evergreen_shrub,6.0
10,0.0,211,broadleaf_deciduous_temperate_shrub,6.0
11,0.0,211,broadleaf_deciduous_boreal_shrub,6.0
12,0.0,211,c3_arctic_grass,6.0
13,53.891836343837156,211,c3_non-arctic_grass,6.0
14,24.05459158861329,211,c4_grass,6.0
15,16.328327377064635,211,c3_crop,6.0
16,3.9711335388436697,211,c3_irrigated,6.0
0,0.0,212,not_vegetated,5.0
1,1.185865298979104,212,needleleaf_evergreen_temperate_tree,5.0
2,0.0,212,needleleaf_evergreen_boreal_tree,5.0
3,0.0,212,needleleaf_deciduous_boreal_tree,5.0
4,0.0,212,broadleaf_evergreen_tropical_tree,5.0
5,0.0,212,broadleaf_evergreen_temperate_tree,5.0
6,0.0,212,broadleaf_deciduous_tropical_tree,5.0
7,7.800684760516892,212,broadleaf_deciduous_temperate_tree,5.0
8,0.0,212,broadleaf_deciduous_boreal_tree,5.0
9,0.0,212,broadleaf_evergreen_shrub,5.0
10,0.0,212,broadleaf_deciduous_temperate_shrub,5.0
11,0.0,212,broadleaf_deciduous_boreal_shrub,5.0
12,0.0,212,c3_arctic_grass,5.0
13,24.86000471146914,212,c3_non-arctic_grass,5.0
14,8.88615443216748,212,c4_grass,5.0
15,54.45030450110743,212,c3_crop,5.0
16,5.361786415009143e-07,212,c3_irrigated,5.0
0,13.667744648581634,213,not_vegetated,5.0
1,1.9263411421524133,213,needleleaf_evergreen_temperate_tree,5.0
2,0.0,213,needleleaf_evergreen_boreal_tree,5.0
3,0.0,213,needleleaf_deciduous_boreal_tree,5.0
4,0.0,213,broadleaf_evergreen_tropical_tree,5.0
5,0.0,213,broadleaf_evergreen_temperate_tree,5.0
