,pct_veg,gridcell,pft,biome
6,0.030845417061111283,58,broadleaf_deciduous_tropical_tree,3.0
7,0.2396603086376315,58,broadleaf_deciduous_temperate_tree,3.0
8,0.06550942050556982,58,broadleaf_deciduous_boreal_tree,3.0
9,0.0,58,broadleaf_evergreen_shrub,3.0
10,11.261061524309063,58,broadleaf_deciduous_temperate_shrub,3.0
11,0.3745523947959085,58,broadleaf_deciduous_boreal_shrub,3.0
12,9.653545781952579,58,c3_arctic_grass,3.0
13,23.305230165266057,58,c3_non-arctic_grass,3.0
14,0.1322747582290363,58,c4_grass,3.0
15,1.0278705096519967,58,c3_crop,3.0
16,1.3286464169181396,58,c3_irrigated,3.0
0,4.649920882754703e-05,59,not_vegetated,2.0
1,0.0,59,needleleaf_evergreen_temperate_tree,2.0
2,0.0,59,needleleaf_evergreen_boreal_tree,2.0
3,0.0,59,needleleaf_deciduous_boreal_tree,2.0
4,67.82386839848114,59,broadleaf_evergreen_tropical_tree,2.0
5,0.0,59,broadleaf_evergreen_temperate_tree,2.0
6,0.1697095508370156,59,broadleaf_deciduous_tropical_tree,2.0
7,0.0,59,broadleaf_deciduous_temperate_tree,2.0
8,0.0,59,broadleaf_deciduous_boreal_tree,2.0
9,0.0,59,broadleaf_evergreen_shrub,2.0
10,7.68097740283331e-05,59,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,59,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,59,c3_arctic_grass,2.0
13,0.0,59,c3_non-arctic_grass,2.0
14,24.842689743206527,59,c4_grass,2.0
15,7.163608866037642,59,c3_crop,2.0
16,0.0,59,c3_irrigated,2.0
0,0.00041670978282876765,60,not_vegetated,2.0
1,0.0,60,needleleaf_evergreen_temperate_tree,2.0
2,0.0,60,needleleaf_evergreen_boreal_tree,2.0
3,0.0,60,needleleaf_deciduous_boreal_tree,2.0
4,59.6500755601467,60,broadleaf_evergreen_tropical_tree,2.0
5,0.0,60,broadleaf_evergreen_temperate_tree,2.0
6,0.5597641144128482,60,broadleaf_deciduous_tropical_tree,2.0
7,0.0,60,broadleaf_deciduous_temperate_tree,2.0
8,0.0,60,broadleaf_deciduous_boreal_tree,2.0
9,0.0,60,broadleaf_evergreen_shrub,2.0
10,0.0028055484161641745,60,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,60,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,60,c3_arctic_grass,2.0
13,0.0,60,c3_non-arctic_grass,2.0
14,33.3319800223145,60,c4_grass,2.0
15,6.45495804492696,60,c3_crop,2.0
16,0.0,60,c3_irrigated,2.0
0,0.023881699651078513,61,not_vegetated,2.0
1,0.0,61,needleleaf_evergreen_temperate_tree,2.0
2,0.0,61,needleleaf_evergreen_boreal_tree,2.0
3,0.0,61,needleleaf_deciduous_boreal_tree,2.0
4,22.408554281990458,61,broadleaf_evergreen_tropical_tree,2.0
5,0.0,61,broadleaf_evergreen_temperate_tree,2.0
6,36.226552537120114,61,broadleaf_deciduous_tropical_tree,2.0
7,0.0,61,broadleaf_deciduous_temperate_tree,2.0
8,0.0,61,broadleaf_deciduous_boreal_tree,2.0
9,0.0,61,broadleaf_evergreen_shrub,2.0
10,0.0009280594536341925,61,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,61,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,61,c3_arctic_grass,2.0
13,8.862262002356582,61,c3_non-arctic_grass,2.0
14,31.052916542393767,61,c4_grass,2.0
15,1.4249048770343729,61,c3_crop,2.0
16,0.0,61,c3_irrigated,2.0
0,0.003646891486505363,62,not_vegetated,2.0
1,0.0,62,needleleaf_evergreen_temperate_tree,2.0
2,0.0,62,needleleaf_evergreen_boreal_tree,2.0
3,0.0,62,needleleaf_deciduous_boreal_tree,2.0
4,13.119803881429439,62,broadleaf_evergreen_tropical_tree,2.0
5,0.06631884770266142,62,broadleaf_evergreen_temperate_tree,2.0
6,15.816892512956493,62,broadleaf_deciduous_tropical_tree,2.0
7,0.0739627320657111,62,broadleaf_deciduous_temperate_tree,2.0
8,0.0,62,broadleaf_deciduous_boreal_tree,2.0
9,0.0,62,broadleaf_evergreen_shrub,2.0
10,0.0007377541109258451,62,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,62,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,62,c3_arctic_grass,2.0
13,25.16465056688137,62,c3_non-arctic_grass,2.0
14,39.424026393173534,62,c4_grass,2.0
15,6.306691895184942,62,c3_crop,2.0
16,0.023268525008428,62,c3_irrigated,2.0
0,0.04195984221473638,63,not_vegetated,2.0
1,0.005297551511392866,63,needleleaf_evergreen_temperate_tree,2.0
2,0.0,63,needleleaf_evergreen_boreal_tree,2.0
3,0.0,63,needleleaf_deciduous_boreal_tree,2.0
4,13.514171388688261,63,broadleaf_evergreen_tropical_tree,2.0
5,0.0,63,broadleaf_evergreen_temperate_tree,2.0
6,5.866441622208544,63,broadleaf_deciduous_tropical_tree,2.0
7,0.0,63,broadleaf_deciduous_temperate_tree,2.0
8,0.0,63,broadleaf_deciduous_boreal_tree,2.0
9,0.0,63,broadleaf_evergreen_shrub,2.0
10,0.019587445924946843,63,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,63,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,63,c3_arctic_grass,2.0
13,0.42694170374416435,63,c3_non-arctic_grass,2.0
14,64.52112651886829,63,c4_grass,2.0
15,14.35464535779429,63,c3_crop,2.0
16,2.0611528993991213e-09,63,c3_irrigated,2.0
0,0.908502506607226,64,not_vegetated,2.0
1,0.0,64,needleleaf_evergreen_temperate_tree,2.0
2,0.0,64,needleleaf_evergreen_boreal_tree,2.0
3,0.0,64,needleleaf_deciduous_boreal_tree,2.0
4,29.41351347899937,64,broadleaf_evergreen_tropical_tree,2.0
5,0.0,64,broadleaf_evergreen_temperate_tree,2.0
6,5.433969339733093,64,broadleaf_deciduous_tropical_tree,2.0
7,0.0,64,broadleaf_deciduous_temperate_tree,2.0
8,0.0,64,broadleaf_deciduous_boreal_tree,2.0
9,0.0,64,broadleaf_evergreen_shrub,2.0
10,0.0012533711421318788,64,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,64,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,64,c3_arctic_grass,2.0
13,0.03897727537559379,64,c3_non-arctic_grass,2.0
14,64.19472683301969,64,c4_grass,2.0
15,0.009057195122904219,64,c3_crop,2.0
16,0.0,64,c3_irrigated,2.0
0,0.0,65,not_vegetated,1.0
1,0.0,65,needleleaf_evergreen_temperate_tree,1.0
2,0.0,65,needleleaf_evergreen_boreal_tree,1.0
3,0.0,65,needleleaf_deciduous_boreal_tree,1.0
4,81.44154589464857,65,broadleaf_evergreen_tropical_tree,1.0
5,0.0,65,broadleaf_evergreen_temperate_tree,1.0
6,2.819711032631411,65,broadleaf_deciduous_tropical_tree,1.0
7,0.0,65,broadleaf_deciduous_temperate_tree,1.0
8,0.0,65,broadleaf_deciduous_boreal_tree,1.0
9,0.0,65,broadleaf_evergreen_shrub,1.0
10,0.0,65,broadleaf_deciduous_temperate_shrub,1.0
11,0.0,65,broadleaf_deciduous_boreal_shrub,1.0
12,0.0,65,c3_arctic_grass,1.0
13,0.0,65,c3_non-arctic_grass,1.0
14,14.381323133234634,65,c4_grass,1.0
15,1.242391955380863,65,c3_crop,1.0
16,0.0,65,c3_irrigated,1.0
0,0.009014713782486417,66,not_vegetated,2.0
1,1.600244643826937e-10,66,needleleaf_evergreen_temperate_tree,2.0
2,0.0,66,needleleaf_evergreen_boreal_tree,2.0
3,0.0,66,needleleaf_deciduous_boreal_tree,2.0
4,88.89959410688265,66,broadleaf_evergreen_tropical_tree,2.0
5,0.0,66,broadleaf_evergreen_temperate_tree,2.0
6,0.1648518237595198,66,broadleaf_deciduous_tropical_tree,2.0
7,0.0,66,broadleaf_deciduous_temperate_tree,2.0
8,0.0,66,broadleaf_deciduous_boreal_tree,2.0
9,0.0,66,broadleaf_evergreen_shrub,2.0
10,0.0,66,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,66,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,66,c3_arctic_grass,2.0
13,0.0009427561926636527,66,c3_non-arctic_grass,2.0
14,7.616338551001366,66,c4_grass,2.0
15,1.3044112525187632,66,c3_crop,2.0
16,0.004846318865501795,66,c3_irrigated,2.0
0,1.3503831011010652e-05,67,not_vegetated,2.0
1,0.0,67,needleleaf_evergreen_temperate_tree,2.0
2,0.0,67,needleleaf_evergreen_boreal_tree,2.0
3,0.0,67,needleleaf_deciduous_boreal_tree,2.0
4,19.61318394761003,67,broadleaf_evergreen_tropical_tree,2.0
5,0.0,67,broadleaf_evergreen_temperate_tree,2.0
6,28.087826587207125,67,broadleaf_deciduous_tropical_tree,2.0
7,0.0,67,broadleaf_deciduous_temperate_tree,2.0
8,0.0,67,broadleaf_deciduous_boreal_tree,2.0
9,0.0,67,broadleaf_evergreen_shrub,2.0
10,0.0,67,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,67,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,67,c3_arctic_grass,2.0
13,0.0,67,c3_non-arctic_grass,2.0
14,50.533398777426065,67,c4_grass,2.0
15,1.7655771467255041,67,c3_crop,2.0
16,0.0,67,c3_irrigated,2.0
0,2.198212599559515e-08,68,not_vegetated,2.0
1,0.0,68,needleleaf_evergreen_temperate_tree,2.0
2,0.0,68,needleleaf_evergreen_boreal_tree,2.0
3,0.0,68,needleleaf_deciduous_boreal_tree,2.0
4,37.66473458498912,68,broadleaf_evergreen_tropical_tree,2.0
5,0.0,68,broadleaf_evergreen_temperate_tree,2.0
6,4.724121309366687,68,broadleaf_deciduous_tropical_tree,2.0
7,0.0,68,broadleaf_deciduous_temperate_tree,2.0
8,0.0,68,broadleaf_deciduous_boreal_tree,2.0
9,0.0,68,broadleaf_evergreen_shrub,2.0
10,0.1322157172766271,68,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,68,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,68,c3_arctic_grass,2.0
13,0.004905574079398281,68,c3_non-arctic_grass,2.0
14,45.96111033748954,68,c4_grass,2.0
15,10.174400285193693,68,c3_crop,2.0
16,2.9524182247947923e-15,68,c3_irrigated,2.0
0,0.1983985707451285,69,not_vegetated,2.0
1,0.0,69,needleleaf_evergreen_temperate_tree,2.0
2,0.0,69,needleleaf_evergreen_boreal_tree,2.0
3,0.0,69,needleleaf_deciduous_boreal_tree,2.0
4,32.94200707652014,69,broadleaf_evergreen_tropical_tree,2.0
5,0.0,69,broadleaf_evergreen_temperate_tree,2.0
6,5.196226114913521,69,broadleaf_deciduous_tropical_tree,2.0
7,0.0,69,broadleaf_deciduous_temperate_tree,2.0
8,0.0,69,broadleaf_deciduous_boreal_tree,2.0
9,0.0,69,broadleaf_evergreen_shrub,2.0
10,0.014189486758389117,69,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,69,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,69,c3_arctic_grass,2.0
13,0.029985079863574994,69,c3_non-arctic_grass,2.0
14,51.52657915671106,69,c4_grass,2.0
15,9.201099446058803,69,c3_crop,2.0
16,0.519394906915147,69,c3_irrigated,2.0
0,8.990561848601017e-12,70,not_vegetated,2.0
1,0.0,70,needleleaf_evergreen_temperate_tree,2.0
2,0.0,70,needleleaf_evergreen_boreal_tree,2.0
3,0.0,70,needleleaf_deciduous_boreal_tree,2.0
4,92.94694299191566,70,broadleaf_evergreen_tropical_tree,2.0
5,0.0,70,broadleaf_evergreen_temperate_tree,2.0
6,0.13305201653083415,70,broadleaf_deciduous_tropical_tree,2.0
7,0.0,70,broadleaf_deciduous_temperate_tree,2.0
8,0.0,70,broadleaf_deciduous_boreal_tree,2.0
9,0.0,70,broadleaf_evergreen_shrub,2.0
10,0.0018217566084874192,70,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,70,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,70,c3_arctic_grass,2.0
13,0.0005921375436765815,70,c3_non-arctic_grass,2.0
14,4.094776723429031,70,c4_grass,2.0
15,0.6982944991640284,70,c3_crop,2.0
16,0.0,70,c3_irrigated,2.0
0,6.6821797497308e-05,71,not_vegetated,2.0
1,0.0,71,needleleaf_evergreen_temperate_tree,2.0
2,0.0,71,needleleaf_evergreen_boreal_tree,2.0
3,0.0,71,needleleaf_deciduous_boreal_tree,2.0
4,23.278598116230118,71,broadleaf_evergreen_tropical_tree,2.0
5,0.0,71,broadleaf_evergreen_temperate_tree,2.0
6,3.8867027419748044,71,broadleaf_deciduous_tropical_tree,2.0
7,0.0,71,broadleaf_deciduous_temperate_tree,2.0
8,0.0,71,broadleaf_deciduous_boreal_tree,2.0
9,0.0,71,broadleaf_evergreen_shrub,2.0
10,6.914376273151608e-10,71,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,71,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,71,c3_arctic_grass,2.0
13,2.5234264819197353e-10,71,c3_non-arctic_grass,2.0
14,69.64121340048742,71,c4_grass,2.0
15,3.1684106879549088,71,c3_crop,2.0
16,0.025008230611488796,71,c3_irrigated,2.0
0,5.869389200994134e-05,72,not_vegetated,2.0
1,6.6252163295717855e-12,72,needleleaf_evergreen_temperate_tree,2.0
2,0.0,72,needleleaf_evergreen_boreal_tree,2.0
3,0.0,72,needleleaf_deciduous_boreal_tree,2.0
4,17.853934221464865,72,broadleaf_evergreen_tropical_tree,2.0
5,0.0,72,broadleaf_evergreen_temperate_tree,2.0
6,14.173519119822473,72,broadleaf_deciduous_tropical_tree,2.0
7,0.0,72,broadleaf_deciduous_temperate_tree,2.0
8,0.0,72,broadleaf_deciduous_boreal_tree,2.0
9,0.0,72,broadleaf_evergreen_shrub,2.0
10,2.5153992777582346e-10,72,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,72,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,72,c3_arctic_grass,2.0
13,3.634696553808215,72,c3_non-arctic_grass,2.0
14,59.1603622773972,72,c4_grass,2.0
15,5.146576293866656,72,c3_crop,2.0
16,0.0308528180076072,72,c3_irrigated,2.0
0,0.0,73,not_vegetated,2.0
1,0.0,73,needleleaf_evergreen_temperate_tree,2.0
2,0.0,73,needleleaf_evergreen_boreal_tree,2.0
3,0.0,73,needleleaf_deciduous_boreal_tree,2.0
4,30.64075466115119,73,broadleaf_evergreen_tropical_tree,2.0
5,0.0,73,broadleaf_evergreen_temperate_tree,2.0
6,21.65762571452751,73,broadleaf_deciduous_tropical_tree,2.0
7,0.0,73,broadleaf_deciduous_temperate_tree,2.0
8,0.0,73,broadleaf_deciduous_boreal_tree,2.0
9,0.0,73,broadleaf_evergreen_shrub,2.0
10,7.494179266022067e-12,73,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,73,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,73,c3_arctic_grass,2.0
13,0.0,73,c3_non-arctic_grass,2.0
14,45.49246754741647,73,c4_grass,2.0
15,2.2091520750028377,73,c3_crop,2.0
16,0.0,73,c3_irrigated,2.0
0,0.0,74,not_vegetated,2.0
1,0.0,74,needleleaf_evergreen_temperate_tree,2.0
2,0.0,74,needleleaf_evergreen_boreal_tree,2.0
3,0.0,74,needleleaf_deciduous_boreal_tree,2.0
4,15.613581933782061,74,broadleaf_evergreen_tropical_tree,2.0
5,0.0,74,broadleaf_evergreen_temperate_tree,2.0
6,16.361578052320997,74,broadleaf_deciduous_tropical_tree,2.0
7,0.0,74,broadleaf_deciduous_temperate_tree,2.0
8,0.0,74,broadleaf_deciduous_boreal_tree,2.0
9,0.0,74,broadleaf_evergreen_shrub,2.0
10,3.992572574634812e-10,74,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,74,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,74,c3_arctic_grass,2.0
13,2.1195123713306097,74,c3_non-arctic_grass,2.0
14,63.569793338591495,74,c4_grass,2.0
15,2.3355343020607067,74,c3_crop,2.0
16,3.469446951953614e-18,74,c3_irrigated,2.0
0,0.004314685777612003,75,not_vegetated,1.0
1,4.564427188464829e-11,75,needleleaf_evergreen_temperate_tree,1.0
2,0.0,75,needleleaf_evergreen_boreal_tree,1.0
3,0.0,75,needleleaf_deciduous_boreal_tree,1.0
4,94.73906329516372,75,broadleaf_evergreen_tropical_tree,1.0
5,0.0,75,broadleaf_evergreen_temperate_tree,1.0
6,0.24880916970786204,75,broadleaf_deciduous_tropical_tree,1.0
7,0.0,75,broadleaf_deciduous_temperate_tree,1.0
8,0.0,75,broadleaf_deciduous_boreal_tree,1.0
9,0.0,75,broadleaf_evergreen_shrub,1.0
10,0.0010504869912441599,75,broadleaf_deciduous_temperate_shrub,1.0
11,0.0,75,broadleaf_deciduous_boreal_shrub,1.0
12,0.0,75,c3_arctic_grass,1.0
13,0.3656885389442205,75,c3_non-arctic_grass,1.0
14,2.3339972751809706,75,c4_grass,1.0
15,0.30707654818872143,75,c3_crop,1.0
16,0.0,75,c3_irrigated,1.0
0,9.652137281605552e-07,76,not_vegetated,3.0
1,0.0,76,needleleaf_evergreen_temperate_tree,3.0
2,0.0,76,needleleaf_evergreen_boreal_tree,3.0
3,0.0,76,needleleaf_deciduous_boreal_tree,3.0
4,2.369809624287556e-10,76,broadleaf_evergreen_tropical_tree,3.0
5,0.0,76,broadleaf_evergreen_temperate_tree,3.0
6,6.905760322488437e-10,76,broadleaf_deciduous_tropical_tree,3.0
7,0.0,76,broadleaf_deciduous_temperate_tree,3.0
8,0.0,76,broadleaf_deciduous_boreal_tree,3.0
9,0.0,76,broadleaf_evergreen_shrub,3.0
10,7.02402373641952e-08,76,broadleaf_deciduous_temperate_shrub,3.0
11,0.0,76,broadleaf_deciduous_boreal_shrub,3.0
12,0.0,76,c3_arctic_grass,3.0
13,2.091266280885292e-07,76,c3_non-arctic_grass,3.0
14,2.918188671965964e-09,76,c4_grass,3.0
15,1.4311421055898617e-10,76,c3_crop,3.0
16,0.0,76,c3_irrigated,3.0
0,2.2562304281825707e-10,77,not_vegetated,2.0
1,0.0,77,needleleaf_evergreen_temperate_tree,2.0
2,0.0,77,needleleaf_evergreen_boreal_tree,2.0
3,0.0,77,needleleaf_deciduous_boreal_tree,2.0
4,99.04253637312705,77,broadleaf_evergreen_tropical_tree,2.0
5,0.0,77,broadleaf_evergreen_temperate_tree,2.0
6,0.004511408136274625,77,broadleaf_deciduous_tropical_tree,2.0
7,0.0,77,broadleaf_deciduous_temperate_tree,2.0
8,0.0,77,broadleaf_deciduous_boreal_tree,2.0
9,0.0,77,broadleaf_evergreen_shrub,2.0
10,1.0932158397560153e-11,77,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,77,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,77,c3_arctic_grass,2.0
13,0.0,77,c3_non-arctic_grass,2.0
14,0.7944755911955275,77,c4_grass,2.0
15,0.15847661405906488,77,c3_crop,2.0
16,0.0,77,c3_irrigated,2.0
0,0.023188916324374573,78,not_vegetated,2.0
1,0.0,78,needleleaf_evergreen_temperate_tree,2.0
2,0.0,78,needleleaf_evergreen_boreal_tree,2.0
3,0.0,78,needleleaf_deciduous_boreal_tree,2.0
4,24.529557693253423,78,broadleaf_evergreen_tropical_tree,2.0
5,0.0,78,broadleaf_evergreen_temperate_tree,2.0
6,0.524457638474363,78,broadleaf_deciduous_tropical_tree,2.0
7,0.0,78,broadleaf_deciduous_temperate_tree,2.0
8,0.0,78,broadleaf_deciduous_boreal_tree,2.0
9,0.0,78,broadleaf_evergreen_shrub,2.0
10,0.0025909507758260578,78,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,78,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,78,c3_arctic_grass,2.0
13,0.00284084237116546,78,c3_non-arctic_grass,2.0
14,67.52651620015763,78,c4_grass,2.0
15,6.290131454731285,78,c3_crop,2.0
16,0.10071631715746421,78,c3_irrigated,2.0
0,0.007382605118576599,79,not_vegetated,2.0
1,0.0,79,needleleaf_evergreen_temperate_tree,2.0
2,0.0,79,needleleaf_evergreen_boreal_tree,2.0
3,0.0,79,needleleaf_deciduous_boreal_tree,2.0
4,15.111517597914448,79,broadleaf_evergreen_tropical_tree,2.0
5,0.0,79,broadleaf_evergreen_temperate_tree,2.0
6,4.184278981828596,79,broadleaf_deciduous_tropical_tree,2.0
7,0.0,79,broadleaf_deciduous_temperate_tree,2.0
8,0.0,79,broadleaf_deciduous_boreal_tree,2.0
9,0.0,79,broadleaf_evergreen_shrub,2.0
10,0.6435516015043097,79,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,79,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,79,c3_arctic_grass,2.0
13,1.803771108171981e-12,79,c3_non-arctic_grass,2.0
14,76.66794548596064,79,c4_grass,2.0
15,3.3225416392466607,79,c3_crop,2.0
16,0.0627820868284449,79,c3_irrigated,2.0
0,0.09889093931091333,80,not_vegetated,3.0
1,0.0,80,needleleaf_evergreen_temperate_tree,3.0
2,0.0,80,needleleaf_evergreen_boreal_tree,3.0
3,0.0,80,needleleaf_deciduous_boreal_tree,3.0
4,48.91000949205099,80,broadleaf_evergreen_tropical_tree,3.0
5,0.0,80,broadleaf_evergreen_temperate_tree,3.0
6,1.9355378405171204,80,broadleaf_deciduous_tropical_tree,3.0
7,0.0,80,broadleaf_deciduous_temperate_tree,3.0
8,0.0,80,broadleaf_deciduous_boreal_tree,3.0
9,0.0,80,broadleaf_evergreen_shrub,3.0
10,0.0,80,broadleaf_deciduous_temperate_shrub,3.0
11,0.0,80,broadleaf_deciduous_boreal_shrub,3.0
12,0.0,80,c3_arctic_grass,3.0
13,0.11630212709895872,80,c3_non-arctic_grass,3.0
14,48.80033773169991,80,c4_grass,3.0
15,0.1389192202311802,80,c3_crop,3.0
16,0.0,80,c3_irrigated,3.0
0,3.180450075428394,81,not_vegetated,3.0
1,0.0,81,needleleaf_evergreen_temperate_tree,3.0
2,0.0,81,needleleaf_evergreen_boreal_tree,3.0
3,0.0,81,needleleaf_deciduous_boreal_tree,3.0
4,13.98627247010385,81,broadleaf_evergreen_tropical_tree,3.0
5,0.0,81,broadleaf_evergreen_temperate_tree,3.0
6,2.566785374655107,81,broadleaf_deciduous_tropical_tree,3.0
7,0.0,81,broadleaf_deciduous_temperate_tree,3.0
8,0.0,81,broadleaf_deciduous_boreal_tree,3.0
9,0.0,81,broadleaf_evergreen_shrub,3.0
10,0.47666383375567173,81,broadleaf_deciduous_temperate_shrub,3.0
11,0.0,81,broadleaf_deciduous_boreal_shrub,3.0
12,0.0,81,c3_arctic_grass,3.0
13,0.18516551905455514,81,c3_non-arctic_grass,3.0
14,73.24977056405234,81,c4_grass,3.0
15,5.18094151075919,81,c3_crop,3.0
16,0.5674178628126444,81,c3_irrigated,3.0
0,0.0,82,not_vegetated,2.0
1,0.0,82,needleleaf_evergreen_temperate_tree,2.0
2,0.0,82,needleleaf_evergreen_boreal_tree,2.0
3,0.0,82,needleleaf_deciduous_boreal_tree,2.0
4,89.9333130863996,82,broadleaf_evergreen_tropical_tree,2.0
5,0.008883945167680374,82,broadleaf_evergreen_temperate_tree,2.0
6,0.11363631249186418,82,broadleaf_deciduous_tropical_tree,2.0
7,0.0,82,broadleaf_deciduous_temperate_tree,2.0
8,0.0,82,broadleaf_deciduous_boreal_tree,2.0
9,0.0,82,broadleaf_evergreen_shrub,2.0
10,0.0,82,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,82,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,82,c3_arctic_grass,2.0
13,2.9717136066764613,82,c3_non-arctic_grass,2.0
14,2.842487576471564,82,c4_grass,2.0
15,4.129965472792851,82,c3_crop,2.0
16,0.0,82,c3_irrigated,2.0
0,0.0,83,not_vegetated,2.0
1,0.0,83,needleleaf_evergreen_temperate_tree,2.0
2,0.0,83,needleleaf_evergreen_boreal_tree,2.0
3,0.0,83,needleleaf_deciduous_boreal_tree,2.0
4,13.759662398832731,83,broadleaf_evergreen_tropical_tree,2.0
5,0.0,83,broadleaf_evergreen_temperate_tree,2.0
6,4.851482119707934,83,broadleaf_deciduous_tropical_tree,2.0
7,0.0,83,broadleaf_deciduous_temperate_tree,2.0
8,0.0,83,broadleaf_deciduous_boreal_tree,2.0
9,0.0,83,broadleaf_evergreen_shrub,2.0
10,7.830225960344608e-11,83,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,83,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,83,c3_arctic_grass,2.0
13,29.756143952203388,83,c3_non-arctic_grass,2.0
14,13.300703813179686,83,c4_grass,2.0
15,31.530844208584124,83,c3_crop,2.0
16,0.4961263528191435,83,c3_irrigated,2.0
0,0.0,84,not_vegetated,1.0
1,0.0,84,needleleaf_evergreen_temperate_tree,1.0
2,0.0,84,needleleaf_evergreen_boreal_tree,1.0
3,0.0,84,needleleaf_deciduous_boreal_tree,1.0
4,69.43942640689774,84,broadleaf_evergreen_tropical_tree,1.0
5,0.0,84,broadleaf_evergreen_temperate_tree,1.0
6,4.525938804067847,84,broadleaf_deciduous_tropical_tree,1.0
7,0.0,84,broadleaf_deciduous_temperate_tree,1.0
8,0.0,84,broadleaf_deciduous_boreal_tree,1.0
9,0.0,84,broadleaf_evergreen_shrub,1.0
10,0.0,84,broadleaf_deciduous_temperate_shrub,1.0
11,0.0,84,broadleaf_deciduous_boreal_shrub,1.0
12,0.0,84,c3_arctic_grass,1.0
13,0.0,84,c3_non-arctic_grass,1.0
14,20.292187957198788,84,c4_grass,1.0
15,5.039782865418658,84,c3_crop,1.0
16,0.22052378987276128,84,c3_irrigated,1.0
0,0.014610972653914221,85,not_vegetated,1.0
1,0.0,85,needleleaf_evergreen_temperate_tree,1.0
2,0.0,85,needleleaf_evergreen_boreal_tree,1.0
3,0.0,85,needleleaf_deciduous_boreal_tree,1.0
4,97.12654180402458,85,broadleaf_evergreen_tropical_tree,1.0
5,0.0,85,broadleaf_evergreen_temperate_tree,1.0
6,0.24603518479354103,85,broadleaf_deciduous_tropical_tree,1.0
7,0.0,85,broadleaf_deciduous_temperate_tree,1.0
8,0.0,85,broadleaf_deciduous_boreal_tree,1.0
9,0.0,85,broadleaf_evergreen_shrub,1.0
10,0.0,85,broadleaf_deciduous_temperate_shrub,1.0
11,0.0,85,broadleaf_deciduous_boreal_shrub,1.0
12,0.0,85,c3_arctic_grass,1.0
13,0.0,85,c3_non-arctic_grass,1.0
14,0.6056527576731561,85,c4_grass,1.0
15,0.00715925767529756,85,c3_crop,1.0
16,0.0,85,c3_irrigated,1.0
0,0.004764757454320652,86,not_vegetated,2.0
1,0.0,86,needleleaf_evergreen_temperate_tree,2.0
2,0.0,86,needleleaf_evergreen_boreal_tree,2.0
3,0.0,86,needleleaf_deciduous_boreal_tree,2.0
4,91.90164067180426,86,broadleaf_evergreen_tropical_tree,2.0
5,0.0,86,broadleaf_evergreen_temperate_tree,2.0
6,0.095991195202905,86,broadleaf_deciduous_tropical_tree,2.0
7,0.0,86,broadleaf_deciduous_temperate_tree,2.0
8,0.0,86,broadleaf_deciduous_boreal_tree,2.0
9,0.0,86,broadleaf_evergreen_shrub,2.0
10,0.0,86,broadleaf_deciduous_temperate_shrub,2.0
11,0.0,86,broadleaf_deciduous_boreal_shrub,2.0
12,0.0,86,c3_arctic_grass,2.0
13,0.0,86,c3_non-arctic_grass,2.0
14,3.8558114227232227,86,c4_grass,2.0
15,2.1417919521852964,86,c3_crop,2.0
16,6.299986505649806e-10,86,c3_irrigated,2.0
0,0.0,87,not_vegetated,2.0
1,1.6010693502501532,87,needleleaf_evergreen_temperate_tree,2.0
2,0.0,87,needleleaf_evergreen_boreal_tree,2.0
